# BEAST v1.7.0 Prerelease r4143, r4143
# Generated Wed Jul 26 15:53:27 BST 2017 [seed=1501080806070]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(paralog_vret)	tmrca(vret_obsr)	yule.birthRate	CP1+2.kappa	CP3.kappa	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	CP1+2.treeLikelihood	CP3.treeLikelihood	speciation
48100000	-39691.00685935443	-274.53020617146785	-39416.47665318296	2.7879479588556166	0.8468164326766782	1.0074463510288125	1.0119274561170524	1.843098414240009	3.2992499139124334	0.8317262191608542	5.280118819415466	0.6025896482249387	1.7948207035501225	0.18118514732694807	0.4469964557791253	0.18997980825748262	0.4619792214370206	-0.16916061948297506	-20689.174364128776	-18727.302289054183	-32.44220048214992
48110000	-39694.11257663151	-271.731092995559	-39422.38148363595	2.5207153882529165	0.906752888217249	0.9962251910032281	1.4632227983523851	1.7902015786605814	3.220750873886985	0.9155533383983194	5.916714214661327	0.5970339214866873	1.805932157026625	0.2033010413737734	0.4463005230207923	0.20025706318001288	0.5111183894917609	-0.16746305526834337	-20697.346202704393	-18725.035280931563	-28.473293028454222
48120000	-39700.30528465247	-271.38981664581377	-39428.91546800666	2.3851354031075758	0.8981922425353196	1.0165746198983536	1.452207864747158	1.7933711139188282	3.2124017521218415	0.8119674425889171	6.215772237368553	0.6292404814307679	1.7415190371384637	0.207398072044171	0.3888873238867789	0.21011881440339492	0.39243989592625506	-0.021895223147065986	-20692.41284403355	-18736.50262397311	-26.604910775790643
48130000	-39699.619457464054	-269.11983358229185	-39430.49962388176	2.571568444166915	0.9737352894085751	1.0023642562007553	1.3854577673962654	1.8608715819386346	3.076548884756108	0.7591888113325632	5.106763866718833	0.6176855243091375	1.7646289513817246	0.193307787075838	0.4408647693450217	0.20539924750913632	0.43362596952184806	-0.05148283855963621	-20708.1333626177	-18722.366261264062	-27.866648659061394
48140000	-39687.20858556706	-268.9168816582129	-39418.29170390885	2.594719594550472	0.9331613526681265	1.0115608755542418	1.4867255885674842	1.856444964828689	3.1564926785246814	0.8385505406596555	5.322952232513526	0.6194633396734174	1.7610733206531648	0.19835120824533578	0.45079219348653093	0.21235459320066585	0.446619824158985	0.024261114447158023	-20690.574037046914	-18727.717666861932	-26.370278673044385
48150000	-39693.94688762094	-270.4407810865845	-39423.50610653436	2.5910066500663564	0.9525464580825502	0.9929520320009705	1.4494280956942562	1.793741599596893	3.152302983021275	0.8341028586426406	5.322952232513526	0.6297141635411634	1.7405716729176728	0.17177552546005637	0.40168465973428835	0.19639396992446054	0.4001850883026164	0.042648552939769005	-20688.82616930218	-18734.679937232184	-28.51579148944238
48160000	-39702.30272351183	-272.13794182258397	-39430.164781689244	3.438620595685424	0.914640213152487	1.0112185599098358	1.1860708827143691	1.829707562383998	3.156555769778593	0.8341028586426406	4.154701231378177	0.6324935658916723	1.735012868216655	0.1741440507224458	0.36439915164751757	0.18431141623135255	0.3920972223834044	0.03522453715016777	-20684.761763784896	-18745.403017904348	-32.24563219546055
48170000	-39697.96220836714	-270.75040055298007	-39427.211807814165	3.290949537470392	0.9353372373820444	0.9966230173607007	1.2264237222232235	1.7071733910684435	3.1506683497332078	0.8955867167583645	4.644447766497625	0.6361610157358347	1.72767796852833	0.1832089400327009	0.3064456681686933	0.1905079287523894	0.35444697780835605	0.07030474191735495	-20696.37029419779	-18730.84151361638	-30.568641389698207
48180000	-39692.81318474675	-273.8870790799182	-39418.92610566683	3.2199601229173704	0.867876528362687	0.999929429779152	1.5887704892757188	1.8306843010958191	3.1506683497332078	0.8803697910717276	5.262154693044468	0.6410835576567574	1.7178328846864848	0.1842464295823537	0.3486144509437066	0.18625507507575767	0.3902849442239691	-0.011820432581910137	-20702.69379835942	-18716.232307307408	-32.3754363485192
48190000	-39687.65406119453	-274.55971837821704	-39413.094342816315	2.8831488911311394	0.8869160502702416	0.9956804909161305	1.1615638756045634	1.8506177380967528	3.238397271533867	0.8817426141775974	5.262154693044468	0.6116505173014769	1.7766989653970457	0.18823835508154657	0.4359272557226914	0.1835634205548869	0.4521090855316994	-0.2888613621221216	-20705.923084683556	-18707.17125813276	-32.65768134767156
48200000	-39693.39916269356	-272.0191152147169	-39421.380047478844	2.642462577710623	0.8712931554480994	0.9897614825201496	1.428981255414675	1.7731686160944033	3.271840921856261	0.8438994661950033	4.756392509830007	0.601682718590644	1.7966345628187115	0.17767532984000248	0.37009908959625654	0.18852600798425417	0.38727324320704465	-0.03155053885237502	-20688.58774868014	-18732.792298798704	-30.99504644891816
48210000	-39702.68133750277	-275.77807410184687	-39426.90326340093	2.968357815766096	0.8688267987055057	1.0059746239346314	1.3889900733650502	1.838579687459821	3.184651691053409	0.889598638375297	5.335338667014549	0.6336377532369127	1.732724493526174	0.16512516851194411	0.3642051116191377	0.18335819197388523	0.38627568760062897	0.11740001322892352	-20710.45423980939	-18716.449023591536	-33.85339804777948
48220000	-39707.9757676009	-277.93949401394855	-39430.03627358696	3.0470140686852574	0.8749933255452047	0.9945862208720183	1.1367908060539684	1.838579687459821	3.0747867375804234	0.7851778181108124	5.866880032202574	0.652388233005113	1.6952235339897737	0.16015402556192357	0.37130494855765533	0.17686576892509112	0.3462499119196038	0.11065643860028122	-20717.93964082336	-18712.096632763598	-35.22470386051038
48230000	-39708.86804124301	-281.8080412548141	-39427.059999988196	3.267581469135738	0.8640944384649596	0.9806429017926169	1.0185595208869234	1.8312649173089943	3.131334472387009	0.883481271920996	6.1019268186299005	0.6116650983791222	1.7766698032417552	0.14390118847542335	0.44970891114294365	0.16011458129589837	0.4554579443876672	-0.029666359511671975	-20698.214719196643	-18728.845280791556	-36.43266861421164
48240000	-39703.763070502806	-279.1894166177185	-39424.57365388509	3.0541585023087983	0.9037304148973282	1.012407893183483	1.1619448615447394	1.774035301810093	3.181631962766286	0.8929455205799177	5.25037475996079	0.646833939606356	1.7063321207872875	0.15777154481704422	0.35722614239735057	0.1695038933001559	0.35536463742587654	-0.0025335021480558458	-20698.349957241226	-18726.22369664386	-36.88386397350379
48250000	-39709.81495990192	-282.5022065506685	-39427.31275335125	3.680924910751941	0.8979186509369855	0.9910645849008771	1.1788286514573234	1.840484408134998	3.2160206353225607	0.9475585454075173	5.394112822447704	0.6383677959571286	1.7232644080857424	0.15212472948275638	0.3364629472074124	0.1552812791072099	0.3742626434619223	-0.08307105329100212	-20706.45831005086	-18720.85444330039	-40.21270027440342
48260000	-39701.36189757513	-279.89069561292035	-39421.47120196221	3.4218412399499463	0.8415608474990359	1.0026166106058978	0.9286366749343858	1.8834589585630346	3.2160206353225607	0.8107333504064321	5.132607170997977	0.6251491018377512	1.7497017963244972	0.16395811851346345	0.37528287951987593	0.16549125358293834	0.3524449978776469	-0.06201280934726967	-20704.36780365848	-18717.103398303727	-38.61517794649771
48270000	-39717.101318055014	-289.3121619629594	-39427.789156092054	3.9050350690380093	0.8466561333738628	1.0290884643123053	0.7406178769657594	1.7983751407244823	3.352266041645205	0.9364693517823346	4.990259834431945	0.6197229650914177	1.7605540698171642	0.14711571956272068	0.40779190390589404	0.14790489605654314	0.34003548663996297	0.04841028775777468	-20714.24925160045	-18713.539904491605	-43.84474760767023
48280000	-39700.93431888961	-278.18775450200513	-39422.746564387606	3.2041711052525756	0.9034932948528726	0.9860571850271798	1.0390824999005626	1.7983751407244823	3.189839824143511	0.8176208632806125	5.012277684830396	0.6025095139408998	1.7949809721182	0.1642919790198728	0.39793129902750213	0.17121029112913574	0.33904698326365773	0.005034165066364236	-20711.448613189612	-18711.297951197997	-36.18828266580445
48290000	-39693.97392690194	-279.32577546758284	-39414.64815143436	2.9573280766294174	0.8456976564143176	0.990560532639343	1.4898837636795652	1.8199460776546768	3.209423678721088	0.8883283444649173	5.09875897332374	0.6348496042390419	1.7303007915219157	0.16873954152926945	0.414459915417055	0.16968114242149102	0.4315390593989891	-0.18404748136206497	-20710.62222280861	-18704.025928625746	-37.475908216008634
48300000	-39697.89315827522	-280.9175179240769	-39416.97564035114	3.0668422837506033	0.8682070760110909	0.9951202307191548	1.5860573327732743	1.8724571453625423	3.1010452326524365	0.8197810524238894	5.427860359243793	0.6113516440130263	1.777296711973947	0.16517121651876868	0.3569628361751029	0.16525720851046002	0.35651944884023495	-0.12038489376672047	-20708.325306103165	-18708.65033424798	-39.05848645895743
48310000	-39700.52043043624	-278.88995274445614	-39421.63047769178	3.1141191270362034	0.9166991392860843	0.9794383396362462	1.134776563906763	1.7914002494050114	3.1847693003461193	0.8793328060242905	5.081092076188789	0.6386566865232434	1.7226866269535128	0.17502927903389853	0.3805216164663475	0.17126424370197282	0.38933105689382413	-0.1163336248248257	-20696.081827120535	-18725.548650571247	-35.5238952392418
48320000	-39697.798133307755	-277.984511671873	-39419.81362163588	2.8906385127418504	0.7907592198750288	0.984227092328334	1.7093288415313492	1.7755267140088427	3.1749226306728486	0.8484662414672505	5.944802085078294	0.61445304076761	1.7710939184647796	0.18067350040052435	0.3173328907780035	0.18197630458271635	0.34506576340797884	-0.16204511004091196	-20716.081628698423	-18703.731992937464	-34.03930309023194
48330000	-39709.74691794145	-274.7629231146278	-39434.98399482682	3.058197380434494	0.9461416423257956	0.9879857503824472	1.3471530727336474	1.7621860499898963	3.1749226306728486	0.9930364527511274	5.0669032314787925	0.6370825986594827	1.7258348026810342	0.1905843654895523	0.3737007091184156	0.1847814555360324	0.39833194925269705	0.049950043633087554	-20707.03765759882	-18727.946337228004	-32.64837179508669
48340000	-39687.95049389576	-273.4645702113364	-39414.48592368443	2.989138015095037	0.8950121731089792	0.9890246596480795	1.1534472476970146	1.774951207218003	3.075128716163898	0.8939252523064508	5.381717353475866	0.6430912255934637	1.7138175488130722	0.192903732744191	0.2989912965109236	0.1895288271603325	0.31941938348276677	0.12816624405335653	-20705.477905692704	-18709.008017991724	-31.29222691545332
48350000	-39695.49307170484	-273.2863858310595	-39422.20668587378	3.014958413449945	0.8687672611479876	0.998485452432428	1.3944839495605823	1.774951207218003	3.2288573140696077	0.8114264828035076	4.357368951250633	0.5945522857701444	1.8108954284597107	0.1818592787002865	0.35685376371511734	0.1803691311654469	0.37600398844365734	-0.06128684031629081	-20701.818271525768	-18720.388414348017	-33.68395639466199
48360000	-39710.66405661887	-277.2980295807921	-39433.36602703808	3.23573487644586	0.8473927866073231	0.9877256443438303	0.8755739005584334	1.774951207218003	3.1095435576377186	0.8711004403657187	4.507283931788828	0.6308427380505374	1.7383145238989248	0.1699335353270369	0.34499565565965545	0.17286050635111644	0.3428143172473307	-0.09380845252929076	-20714.577401466817	-18718.788625571266	-36.61843122598822
48370000	-39697.01030727621	-281.15956131263533	-39415.85074596357	3.038398860073291	0.8948717711725187	0.9834728924155135	0.8722149884884268	1.9337649207610248	3.0884256732837407	0.9679994700487603	6.511880184584951	0.6496282614343757	1.7007434771312482	0.17378070162261786	0.28271615844033443	0.17573144806065658	0.3079224561794921	0.002390212724607541	-20700.11423352641	-18715.73651243716	-35.787005399146096
48380000	-39706.041024498394	-277.7159534173425	-39428.32507108105	3.190980266595871	0.9417363835859505	0.9850989229180992	1.4433523032884505	1.9256423690484228	3.314502513570789	0.8436621716149164	4.851866625284075	0.6134941999180034	1.7730116001639928	0.1687507423274501	0.3392282104521061	0.173250733376063	0.3320716390426257	-0.05047997514982209	-20706.217866562314	-18722.107204518736	-35.92701831661482
48390000	-39706.4323116892	-281.0517608694434	-39425.380550819755	3.401933535168412	0.808502447544234	1.0033090437288612	1.1236892617703822	1.8809922777442958	3.2603663445913034	0.8629751670332505	6.210389283124831	0.6221029629927398	1.75579407401452	0.14808421732864413	0.3188371329445608	0.1590580215110047	0.3072113543511249	-0.026613509555644108	-20699.41049389336	-18725.970056926395	-37.64984636159411
48400000	-39709.14522346612	-280.0129733164303	-39429.13225014969	3.3823784795691014	0.8976759790580155	1.013042136136401	1.107743347616148	1.9007532498509416	3.1230792349209353	0.8629751670332505	5.041817643722112	0.6291189729714546	1.7417620540570904	0.15756492860962207	0.2702401696120417	0.16458127748075427	0.3069180255624266	-0.013754969941230984	-20702.194843303623	-18726.93740684607	-38.33396578638608
48410000	-39700.680078693345	-281.26867272801013	-39419.41140596534	3.1978953949891675	0.8816629352414137	1.0058999604646963	1.220903688410473	1.9007532498509416	3.1971277490777648	0.7585145763569728	6.369851614267532	0.6026744082198383	1.794651183560323	0.1595582427688689	0.30668537212681596	0.16222209434040874	0.33797889337148795	-0.043726960405573743	-20714.49124761933	-18704.92015834601	-37.684603753085405
48420000	-39695.897348359	-277.6687583791742	-39418.22858997983	2.8190288450828205	0.8519065406149935	0.9827140298327537	1.3627799859326293	1.8296095662394298	3.1934743455837005	0.8149854367829236	5.55263515035324	0.6230919196558955	1.7538161606882086	0.17060999069391017	0.2993730803495867	0.17885933489806974	0.3241570339690841	0.05936419565052212	-20701.461284864334	-18716.7673051155	-34.34606756745803
48430000	-39702.46392251036	-272.6955498266987	-39429.76837268366	3.0379642204824684	0.8885625817700954	0.9916867776958119	1.0449056597086204	1.801530046558511	3.107896179276765	0.8586539353332454	3.8594133216641735	0.6273003774061309	1.7453992451877378	0.17790759875986906	0.31870410220555945	0.17500216386809422	0.3480075936008471	0.15172381158311185	-20710.034034429875	-18719.734338253787	-33.81336022046078
48440000	-39695.17919840937	-275.5519945244296	-39419.62720388494	2.931159761409076	0.8182907255513496	0.9964893009902624	1.4484178484648615	1.8345345785098193	3.135800371279546	0.8342685942383463	5.573310783017523	0.6007209047768077	1.798558190446384	0.1718173272220258	0.37262238311558443	0.1791867920227441	0.34729339257059455	-0.16924965933340436	-20706.120924418723	-18713.50627946622	-33.385169511481315
48450000	-39703.67498978869	-278.4627563592203	-39425.21223342947	3.598826045442553	0.8463347400423098	0.9980612014151136	1.0947480709028679	1.757434342096326	3.037518245372365	0.8406630086436977	5.573310783017523	0.5972560442254347	1.8054879115491302	0.1696846407357633	0.41913561419350454	0.1684658602675114	0.38783623556831837	-0.18249781279828878	-20703.17092357293	-18722.041309856544	-36.25022147205069
48460000	-39696.851710001465	-280.58014828037005	-39416.27156172109	3.191175226115831	0.8138480896670861	0.9774570935597939	1.4448973688496722	1.8518654068777187	3.1537909957783605	0.860417280826383	5.094685014080401	0.6216936159393682	1.756612768121263	0.169069475035097	0.40548613666510086	0.17094427161166387	0.3820964510530064	-0.06481176410896304	-20703.583134666977	-18712.68842705412	-36.69773401536173
48470000	-39705.192222912745	-280.2760009025505	-39424.91622201019	3.180483125444997	0.9260502501875066	1.0077842720075214	1.0889655242458394	1.8518654068777187	3.1537909957783605	0.9274621104023207	5.614627467134536	0.6051401021630699	1.7897197956738597	0.15848566579530296	0.4427461984701812	0.1600283995674314	0.3995737260496269	-0.0764194145942472	-20716.084029325353	-18708.83219268484	-37.36076777126751
48480000	-39708.26218781226	-278.9626913504782	-39429.29949646178	3.460775846025982	0.8512223778336819	0.9899105933503995	1.300583613514828	1.8905158217618612	3.0597574636926943	0.8478250862210847	4.126202138378702	0.5991265906241068	1.801746818751786	0.15322134505741083	0.46018966188557703	0.15365668607092492	0.4417412170227286	-0.2555866539378792	-20703.691938005217	-18725.60755845657	-38.96169991239416
48490000	-39706.2855316646	-279.57386855013385	-39426.71166311447	3.07178689777107	0.8217706972990374	0.9923262594974195	1.1743231600699908	1.8934371100597034	3.1741593203904137	0.8616150863287758	4.971766072556551	0.6428114091312557	1.7143771817374882	0.15395074682777835	0.36665326269062903	0.16120098694024285	0.35441871079568515	-0.008234334297355721	-20716.07684102059	-18710.634822093878	-38.30747519604579
48500000	-39700.35474794432	-277.5640170338444	-39422.79073091048	2.874874414964181	0.8637228812135153	1.0006750425202888	1.1316491692663242	1.86698243115646	3.0903963263989773	0.8616150863287758	5.5761619899640475	0.6158661702055162	1.7682676595889673	0.1683138888180267	0.42283610856033416	0.17540719149428938	0.4349371256814845	-0.10748196776466908	-20708.0803965048	-18714.710334405678	-35.24206504627741
48510000	-39696.983364029955	-278.20931292787157	-39418.77405110208	3.033295587038987	0.8219913781317787	0.9877537343091307	0.9312828181243424	2.093403284273721	3.2567386142370127	0.8043684135224767	5.147085399839545	0.6098891418641925	1.7802217162716145	0.1615741235392459	0.4153000989471516	0.1726121545960803	0.4035971582753861	-0.0607896726906394	-20694.72692417942	-18724.047126922662	-35.99649501512822
48520000	-39701.85969634114	-279.23104989259343	-39422.628646448546	3.2046504647687812	0.889651334319628	0.9930333798669804	1.1636675335063074	1.9129758395719894	3.2567386142370127	0.8851916262525718	5.756903354219165	0.6182520214739061	1.7634959570521873	0.16500836513365078	0.4502460146474596	0.16588999160730727	0.3985134905323737	0.03933923736727996	-20696.109598062685	-18726.51904838586	-36.11135140806511
48530000	-39710.616199132346	-277.67187814256084	-39432.94432098979	3.2745102351458595	0.871450355623585	0.9986757632211256	1.309373766144398	1.7083376750576094	3.014998580704668	0.8693335959285988	5.822444389664882	0.6033983080453946	1.7932033839092103	0.18070701551385143	0.388819527097179	0.1804612836903663	0.3148700934209436	0.016342588492438716	-20696.266325301538	-18736.67799568825	-35.03193221016064
48540000	-39703.37922630193	-279.07988274942613	-39424.2993435525	3.307719396240333	0.9521930706650852	1.0060847083123745	1.1878671280629205	1.8587573961772816	3.2141981522612246	0.8786470539587763	5.285548712403494	0.6476188067629595	1.7047623864740806	0.1741588833957327	0.45119371116648527	0.1640761286503903	0.39995327620416243	-0.08763702506497259	-20700.301338215624	-18723.998005336874	-36.99056197761349
48550000	-39699.33981859794	-278.4844889609314	-39420.85532963701	3.253185743260998	0.8706314520559632	0.9878370995727107	1.374458423213361	1.8843155788368697	3.0552195624915917	0.8094902058005797	4.796269838142026	0.5949153898344725	1.8101692203310547	0.15915318561634248	0.40834257417352177	0.16169408270705224	0.36378703212107855	0.00912575872037335	-20705.582501359004	-18715.272828278004	-37.1482174257183
48560000	-39707.00226745388	-285.44493666800776	-39421.55733078587	3.668413991470166	0.9645908608118516	1.0044305530572355	1.0292861789450518	1.8056777786253402	3.2630693347714437	0.8470657558058629	5.908417109562307	0.6235176429844466	1.7529647140311064	0.1516001753796236	0.45720277729836567	0.14317694128468983	0.443694380282058	-0.0707291483000464	-20711.375815053707	-18710.18151573217	-42.24863926346662
48570000	-39717.021955513825	-285.17489293842794	-39431.8470625754	3.996189041799732	1.0371979837654288	0.9974393531763527	1.2309124219793546	1.778479517292452	3.3236149919872346	0.8464860202726209	4.626827588123385	0.6222739597098014	1.7554520805803968	0.14644651113612334	0.3336244873177252	0.14032552078040822	0.34390778215711665	-0.015595848242111748	-20706.73829369555	-18725.10876887985	-44.97948100681403
48580000	-39698.04178993346	-281.99309720075803	-39416.0486927327	3.6931178997616754	1.1590157549969533	0.9954327136983598	1.037804879467171	1.798371931568777	3.17809934096704	0.9706950432420589	4.575869014237905	0.6235312819943764	1.7529374360112469	0.16151117179931418	0.3796686538491118	0.14512558476973675	0.36689743535363234	0.13849727917665977	-20711.61907697944	-18704.429615753255	-41.48590891989965
48590000	-39718.98222360653	-285.7901270371426	-39433.192096569386	3.760817640495625	1.156017152142018	0.9863036962856272	1.1560555874723721	1.769058168243862	3.147941684371209	0.8601590522381113	5.742087023608176	0.6281307721685251	1.7437384556629494	0.15579763739583188	0.35743118424693626	0.14896055094969407	0.3627923889287736	-0.18991170022202122	-20708.319181933835	-18724.872914635554	-42.42839441611202
48600000	-39734.1194147518	-289.9907749532187	-39444.12863979858	4.324155829802474	1.208072064768401	1.0283097937591454	0.80477232718103	1.8562948295755386	3.082363640009103	0.9475996000188971	5.398773745439712	0.6236861760556842	1.752627647888631	0.1391395569610802	0.303529804461033	0.1323777360479914	0.2808251874674389	0.1193032330618149	-20730.010556544392	-18714.118083254194	-44.28147943575156
48610000	-39702.98819312891	-282.4619462988618	-39420.52624683005	3.6553744495995524	1.1747475221561694	0.9929599671409545	0.9645300434626768	1.8833485941608992	3.0553500471028836	0.8334480545987569	5.477147895870475	0.6207654721095581	1.758469055780883	0.1639228542292186	0.44333163277971893	0.1525243264324574	0.44036745991215726	-0.05796236947993211	-20698.53081917571	-18721.995427654336	-40.102836489198666
48620000	-39718.05485488992	-281.94548506930585	-39436.10936982061	3.4386375116745507	1.2347837335844718	1.00645571278847	1.0504823627401016	1.777864989107957	3.093341259588587	0.7725665321381765	5.683313207911073	0.6246013801123864	1.7507972397752263	0.16708355556708124	0.4070524368379163	0.15269143820978276	0.4075178852247968	0.09574886275939919	-20710.00749905971	-18726.101870760896	-39.45662574791968
48630000	-39706.559387697496	-286.8726712770788	-39419.686716420416	4.098512801004286	1.2658943465239354	0.9807157719786338	0.9395883437263924	1.773754639179105	3.396026663902414	0.8282124783814254	5.318546851414856	0.6263793269138171	1.7472413461723648	0.15193173637419957	0.36759865906864536	0.1438880596391415	0.36574371752368484	0.17989342421761648	-20690.10846739897	-18729.57824902144	-43.36822806603365
48640000	-39717.13361873709	-289.22325282277285	-39427.910365914315	4.39070329847058	1.1593988275692548	1.0062549567366144	1.4787498116870563	1.9047632191969779	3.2577484806967796	0.792546192164089	4.419240047024925	0.5916423638264823	1.8167152723470346	0.14981407845453942	0.3609051006562187	0.13970783744358797	0.3279733891092298	-0.1746435949386098	-20696.970356184553	-18730.940009729762	-49.265302577312895
48650000	-39723.17749095063	-287.40286756850605	-39435.77462338212	4.319500030043091	1.2143528898977447	1.0023381944053185	1.050355505981548	1.6969713256956125	3.2260832510769806	0.8462805746751341	4.629788094893449	0.6222488955697846	1.75550220886043	0.13764539122621677	0.37155471492663017	0.1297328342212602	0.33977576932835635	0.08155520048238667	-20703.487721186797	-18732.28690219533	-47.153206977574236
48660000	-39719.22146713914	-287.8965176565788	-39431.324949482565	4.455474765275082	1.154752462243437	0.9889770558786669	1.241388192269833	1.75432948507891	3.2260832510769806	0.8462805746751341	4.180682701635295	0.6111551863575818	1.7776896272848355	0.15142715729345765	0.3877572065159352	0.13638157813799714	0.3214357691177157	-0.07661132809381829	-20710.27521020934	-18721.049739273225	-47.90599863105309
48670000	-39708.69350503863	-283.5767734268264	-39425.11673161181	3.646158763362083	1.1481391307619042	0.9933029951594411	1.1114555667767188	1.7888736208878293	3.1852120045879775	0.8950839790109335	5.275919968818916	0.6173033047060763	1.7653933905878465	0.15611037377833828	0.3389734274346044	0.14925629821041345	0.30308153720526365	0.06445170433225281	-20702.487812511117	-18722.62891910069	-41.82644794680016
48680000	-39709.590158263316	-281.009831047933	-39428.580327215386	3.6986769944390647	1.096684021042523	0.9996910124192295	1.000309527219214	1.8618456081419263	3.236670192743938	0.9540782597392994	4.432158502993238	0.6201885690861119	1.7596228618277754	0.1495071392649848	0.33947661372792054	0.14777131988513525	0.3362940807438941	0.0310454695037445	-20726.31797104009	-18702.2623561753	-40.995676210835775
48690000	-39713.650710063084	-282.7361154650673	-39430.91459459802	3.54273339169461	1.1270313834551895	0.9898224410890347	0.9573786200806391	1.7090414677788217	3.4835596287784583	0.9930312043481915	5.574361425697219	0.6217630307907627	1.7564739384184738	0.1640459445963293	0.37876675408970306	0.15869428667207947	0.3801502144188364	0.12664967620805745	-20714.74754990929	-18716.16704468873	-39.7130005826791
48700000	-39713.279251997985	-282.9628227271315	-39430.31642927085	4.167463693884589	1.2895162950463168	1.0014787717522078	0.8122207258415439	1.7535973361715	3.175507714778637	0.9525609424430241	4.924682785259978	0.6137362172173225	1.772527565565354	0.1574159390919627	0.34089171814744423	0.154535424105658	0.3228801971759602	0.2352847879468446	-20716.711406439994	-18713.605022830863	-42.01462415500511
48710000	-39710.71903388023	-282.37959679223906	-39428.33943708799	4.179352554739313	1.2963049419291532	0.995758767660142	0.8358522897666121	1.8344730043745794	3.2861722614918896	0.9157221687862168	4.330950525371943	0.6128423369440231	1.7743153261119529	0.1511773690743074	0.34121995967088925	0.14448950743365432	0.32049508076802	0.08729129135468032	-20698.911365210533	-18729.428071877457	-42.54961219101775
48720000	-39710.23792289341	-285.5610538788438	-39424.67686901456	3.912862196390435	1.2553640779067403	1.0068647104513757	1.2668818401011235	1.8289545164969945	3.3824675481985818	0.813825732693706	6.034344334239736	0.6337508446336484	1.7324983107327023	0.1568581469590341	0.3509695389430348	0.14923971011655482	0.33214420442145465	0.21341870875521013	-20701.825164927024	-18722.851704087538	-42.308093530034675
48730000	-39716.54643558991	-287.35858421979833	-39429.18785137011	4.318426970097585	1.2999653588785722	0.9851484189382413	0.9178241174309181	1.793165015501254	3.1264741380532373	0.920033059208239	5.537140089705827	0.5944563240659538	1.8110873518680914	0.14672837506608322	0.31039128217184786	0.1390940503647967	0.34066454569682414	0.13927711393964554	-20702.175510486843	-18727.012340883262	-44.25897415942622
48740000	-39722.26675693494	-289.85459911341377	-39432.41215782153	4.683633570874841	1.1068887627155553	1.0031067142994596	0.916462651441721	1.8122089552024434	3.302732034518623	0.7901306246237944	6.3826325524095475	0.6186391564111505	1.762721687177698	0.14625497411457233	0.40259408935781893	0.13743767770287404	0.4065361300835516	0.03360365221859336	-20722.330063356858	-18710.082094464673	-46.02294214451408
48750000	-39714.279207505635	-288.2730249467281	-39426.00618255891	4.589788843942249	0.9443970056332159	1.0127985790537215	0.8893399065236411	1.8491476227974537	3.302732034518623	0.9057750579371643	5.595239953614403	0.6115687221519666	1.776862555696066	0.15092708069582242	0.3115752993120571	0.14064609882756993	0.33356991123486807	0.272319709303307	-20693.25249472445	-18732.753687834458	-45.26787641908232
48760000	-39710.81719086328	-283.48835575471816	-39427.328835108565	3.9369305101687404	1.0277245783276008	0.9989531182558626	1.1580660375552054	1.8491476227974537	3.1570904700026574	0.8486193966453371	4.5910133039526	0.6162346022055442	1.7675307955889108	0.14745305976336806	0.35950508077061616	0.14381859438385072	0.3667509936366114	-0.016090000804095495	-20700.388830095944	-18726.94000501262	-43.336071028240454
48770000	-39701.13687223742	-281.1211069491537	-39420.01576528826	3.615374264878415	0.8590205997357216	1.010116286739361	1.4066616630598252	1.904161224640808	3.325381928407099	0.8417306613155329	4.412560403336926	0.6305012002732108	1.7389975994535776	0.15422552952945887	0.36459176394735854	0.15961246276473734	0.323055137455815	0.10679431368334016	-20710.72783750297	-18709.287927785295	-40.7263604801037
48780000	-39716.021812347215	-279.58437381478313	-39436.43743853243	3.4301375982095594	0.8769973628980926	1.0074191781104584	1.0921699834382588	1.8963151815078523	3.1536697610718365	0.8417306613155329	5.57690657772758	0.6207101057285389	1.7585797885429213	0.16045170694471894	0.39573039871005916	0.1662627700576367	0.3953333738212827	0.1332219700600144	-20707.262874026037	-18729.174564506397	-37.0670452834321
48790000	-39705.47321672715	-280.85983171186376	-39424.613385015284	3.1727579004383797	0.8169868724128037	0.9744633813588494	1.061591935439569	1.81065942806188	3.239922670035846	0.8917019416161343	5.061132147608891	0.631192014585223	1.7376159708295533	0.1558610192230383	0.31200436422452926	0.16582898588178474	0.34697241613731566	-0.15488417702740978	-20687.423527469757	-18737.18985754553	-36.507620815975656
48800000	-39705.01161436566	-273.01532021984383	-39431.99629414582	3.2885915928441394	0.7707778370681442	1.0007359570054384	1.2482751808645376	1.7846398963666972	3.245280156255972	0.8696956198035807	3.9719476314813194	0.6017924217611615	1.7964151564776762	0.16351167833966804	0.3169316083649081	0.1737024161266384	0.34535992278353345	-0.09201467959501357	-20703.649758695796	-18728.346535450022	-34.18275628903036
48810000	-39713.085585759516	-277.2574716116062	-39435.82811414791	3.102284742836834	0.7953173154749819	1.0018659727833765	1.1395541518153356	1.971824227588895	2.989596789993639	0.898364464490085	6.537611355944209	0.6252393931864254	1.7495212136271487	0.17522938065543017	0.3125234678069454	0.17959706397984015	0.3259734495883526	-0.06768910468444081	-20699.6279567819	-18736.200157366013	-33.246253116647786
